Card_Type_Code,Card_Type_Full_Name,Issuing_Bank,Card_Number,Card_Holders_Name,CVV_CVV2,Issue_Date,Expiry_Date,Billing_Date,Card_PIN,Credit_Limit
UP,UnionPay,Barclays,5067782969739657,Frankie Klein,502,12/2017,05/2022,4,7537,456263
JC,JCB,Japan Credit Bureau,67954420319855,Ethan Swift,374,07/2017,03/2021,24,7038,922055
VI,Visa,Bank of America,4056160052628770,Meda Connelly,869,05/2013,07/2017,27,2200,35869
JC,JCB,Japan Credit Bureau,569638917629,Taryn Cremin,834,09/2008,11/2012,12,8253,34835
HC,Hipercard,Bank of America,4240914058277165,Mohammed Pfannerstill,276,10/2012,03/2017,22,7285,457939
UP,UnionPay,Wells Fargo,5099997349875565,Leonardo Bode,923,07/2005,04/2009,14,8626,443167
MC,Mastercard,Capital One,5160840221840972,Adrienne Collier,438,01/2017,09/2021,16,4079,858642
AX,American Express,American Express,6448876390470346876,Kaylah Johnston,308,07/2016,01/2020,23,9710,93913
MC,Mastercard,U.S. Bancorp,4800523890276699,Lily Steuber,732,09/2006,03/2011,2,1899,959835
MC,Mastercard,Bank of America,6376090405901897,Jacquelyn Hagenes,3845,11/2014,05/2018,14,2696,609470
JC,JCB,Japan Credit Bureau,35891237326646318,Noble Mills,233,01/2015,08/2018,8,5095,39722
MC,Mastercard,Bank of America,6370955293568238,Jarod Konopelski,599,11/2013,02/2018,9,4785,48093
HR,Hiper,Chase,6375680654213118,Rylan Moen,572,05/2019,01/2023,20,7777,243763
MT,Maestro,Wells Fargo,5115799889329346,Jaunita Abshire,897,09/2011,06/2015,11,6829,240250
MT,Maestro,Barclays,38427702805335,Neal Paucek,976,11/2005,10/2009,7,8258,221423
HC,Hipercard,Wells Fargo,6011835038869403,Davin Moore,261,05/2005,09/2009,22,6478,505474
MC,Mastercard,Chase,6062823962833403,Florian Strosin,1710,01/2001,12/2005,27,3037,598487
MT,Maestro,GE Capital,6062827656007976,Elise Hane,889,06/2014,02/2018,2,1920,378844
JC,JCB,Japan Credit Bureau,3052067923252584728,Orval Wiza,189,05/2009,12/2012,22,1436,762295
DC,Diners Club,Diners Club International,2221640171846746,Ariel Huel,898,07/2016,03/2020,8,5834,585836
HC,Hipercard,Wells Fargo,3589166740421591,Lura Harvey,757,09/2004,01/2008,10,3918,823342
HR,Hiper,Barclays,3680738335644023,Sally Murphy,684,06/2020,10/2024,14,1979,495909
EO,Elo,U.S. Bancorp,6011392544447683412,Alisha Haley,581,12/2000,01/2004,21,9830,975719
DS,Discover,Discover,4222551735610236,Wilhelm Windler,366,04/2015,09/2018,16,2854,915978
MC,Mastercard,Wells Fargo,6272785096935998,Zachariah Franecki,890,08/2006,07/2011,26,7941,272860
DS,Discover,Discover,6370957642552558,Dolores Leffler,407,01/2014,03/2018,16,8501,486021
MC,Mastercard,Bank of America,373382790068192,Kathryn Hayes,119,07/2012,06/2016,11,8300,468048
HC,Hipercard,Bank of America,6376090701891693,Karli Willms,551,12/2014,05/2019,26,2831,586640
EO,Elo,Capital One,4755554284709156,Theodora Hyatt,516,02/2012,07/2016,13,3816,38402
HC,Hipercard,U.S. Bancorp,4106381193153219,Elta Goyette,163,01/2018,09/2022,8,7825,238058
MC,Mastercard,GE Capital,622925425316757568,Dangelo Klocko,3688,02/2018,10/2021,9,5612,332642
UP,UnionPay,Chase,6219702052916462,Kacie Schaden,665,09/2000,08/2004,9,4935,151672
HC,Hipercard,Capital One,4986396014701165,Elinor Maggio,635,10/2015,11/2019,25,6691,381081
VI,Visa,Capital One,371298001261107,Verda Wintheiser,4346,03/2012,03/2017,23,7715,186943
UP,UnionPay,Wells Fargo,3528971770458000478,Garett Klocko,9599,03/2019,10/2022,23,9625,998810
MC,Mastercard,Barclays,5066989174855,Ernest Mayer,529,08/2013,01/2018,12,1766,405999
VI,Visa,Wells Fargo,6449814984468547587,Marlon Willms,6525,12/2019,03/2023,23,1693,219172
HC,Hipercard,Wells Fargo,6375990605812417,Onie Kuvalis,174,01/2017,11/2021,19,3718,54437
AX,American Express,American Express,4058242623984649,Jedidiah Quitzon,880,12/2005,09/2009,14,3607,464906
AX,American Express,American Express,4103489727766597,Tiffany Hoeger,759,03/2013,06/2016,10,9001,380691
VI,Visa,Bank of America,567823496879048265,Quincy Kshlerin,882,05/2017,09/2020,20,4079,381698
MT,Maestro,Bank of America,4743997478158562,Laurel Kassulke,188,02/2020,10/2023,5,7587,68766
MT,Maestro,Barclays,2229731635758478,Kira Bruen,481,04/2017,05/2021,18,1310,226611
JC,JCB,Japan Credit Bureau,6498034893749056,Cornell Deckow,476,06/2012,06/2016,10,1089,58703
VI,Visa,Wells Fargo,6441857547268531898,Madge Rodriguez,677,11/2005,06/2010,27,1466,933559
DS,Discover,Discover,36520127356652,Augusta Rodriguez,607,08/2013,02/2018,4,8299,709353
MT,Maestro,GE Capital,6504855281511399,Oswald Schowalter,533,09/2000,04/2005,13,2492,355423
EO,Elo,GE Capital,508999349139,Malachi Jacobi,2172,09/2019,01/2023,3,2147,621818
VI,Visa,GE Capital,3050851231667063,Ed Heidenreich,769,12/2014,02/2019,25,3102,809884
HC,Hipercard,U.S. Bancorp,6363688456435684,Novella Morar,467,10/2003,07/2008,14,9885,824338
HR,Hiper,Chase,6207253606126057044,Arjun Kihn,544,06/2006,12/2009,26,2422,882001
MC,Mastercard,Chase,6443168099365238,Jewell Bins,875,06/2018,09/2021,25,3132,154641
HC,Hipercard,Chase,2334993435960710,Adrian Breitenberg,372,08/2013,02/2018,4,3307,926967
JC,JCB,Japan Credit Bureau,6550532550051927,Floyd Gaylord,133,04/2015,08/2019,18,1187,325079
MC,Mastercard,GE Capital,5649040166753105,Gustave Jerde,240,09/2014,01/2019,4,4462,146813
MC,Mastercard,Wells Fargo,345244890438748,Einar Spinka,117,01/2008,11/2012,9,4777,225958
DC,Diners Club,Diners Club International,3528607684887253503,Fanny Treutel,143,12/2007,05/2012,21,3161,417548
DC,Diners Club,Diners Club International,6500314628626788634,Jaquelin Purdy,815,11/2012,11/2015,13,5832,964183
DS,Discover,Discover,3050644730438098,Favian Sporer,877,10/2005,10/2009,7,4789,220455
AX,American Express,American Express,62779980740108,Tevin Monahan,863,06/2019,12/2023,25,6484,715768
HC,Hipercard,GE Capital,2239676953335326,Flo Schroeder,541,08/2017,05/2021,16,5580,369169
MT,Maestro,Bank of America,5066990305901649,Shad Walter,822,05/2010,04/2015,4,5586,410402
AX,American Express,American Express,49369886059098,Adolph Lindgren,268,02/2002,12/2005,10,1404,31272
VI,Visa,Wells Fargo,3913946342061370510,Marc Jacobi,518,05/2003,08/2007,13,3492,355387
DS,Discover,Discover,2708225247664091,Jasmin Murazik,313,07/2013,03/2017,25,6295,934833
AX,American Express,American Express,493698063408,Rusty Cormier,799,01/2018,06/2022,8,6198,324562
EO,Elo,Barclays,4037278069319003,Bradly Balistreri,8724,03/2003,04/2006,16,2147,77588
HR,Hiper,Wells Fargo,35899397286411608,Monserrat Breitenberg,878,01/2020,07/2023,18,8025,633006
HR,Hiper,Chase,21313819289981855,Al Schumm,379,03/2013,10/2016,4,1877,919213
VI,Visa,Barclays,6500310102725244,Diana Zboncak,747,06/2007,08/2011,19,6804,338354
HC,Hipercard,Wells Fargo,6376125541433882,Opal Moore,3576,11/2013,08/2018,3,1002,708345
VI,Visa,GE Capital,62184579253102,Kiera Kemmer,620,11/2015,04/2019,21,3612,519248
HR,Hiper,Wells Fargo,6376097399938371,Era Stokes,526,04/2008,07/2011,21,7456,513582
UP,UnionPay,Bank of America,3839613091042078,Javon Hettinger,131,09/2014,04/2019,24,9556,168615
DS,Discover,Discover,62299982600119,Keith Rau,998,09/2005,09/2008,15,2053,920067
MC,Mastercard,U.S. Bancorp,4095015953363229,Leif Wiegand,121,07/2018,01/2023,10,6243,558185
UP,UnionPay,Wells Fargo,371063899654007,Elinor Herzog,684,06/2010,12/2013,2,3237,695595
DS,Discover,Discover,6504052784623398,Lucienne Prohaska,442,12/2016,06/2020,10,2025,154095
DC,Diners Club,Diners Club International,3589042947554007,Alexanne Lockman,356,05/2009,06/2012,1,2794,603571
UP,UnionPay,GE Capital,4123054368560463,Kylie Wyman,156,06/2011,05/2015,4,2755,158489
AX,American Express,American Express,5090005002437969,Heber Wisozk,324,11/2011,01/2015,23,2907,880960
JC,JCB,Japan Credit Bureau,5117271793965019,Kaylie Mertz,550,08/2019,09/2023,15,4350,857917
VI,Visa,Bank of America,4514168732105081,Paul DuBuque,358,04/2010,04/2014,15,3746,385858
VI,Visa,Capital One,18002245310817219,Jessika Lueilwitz,762,02/2016,06/2020,27,5095,409234
AX,American Express,American Express,6375683688641064,Tobin Grady,962,03/2015,08/2018,12,4187,275437
DS,Discover,Discover,343734871394169,Ricky Pouros,164,01/2017,05/2021,17,9190,97595
AX,American Express,American Express,2229919472473372,Mike Sauer,693,01/2018,01/2021,13,6387,698091
JC,JCB,Japan Credit Bureau,3009823109619189,Nicklaus Cormier,205,07/2018,06/2023,22,3173,691433
UP,UnionPay,GE Capital,50677986158719,Tabitha Gulgowski,801,08/2011,07/2015,4,8841,254270
MC,Mastercard,Bank of America,6062827614473757,Clark Wehner,600,08/2014,08/2017,26,4941,692417
DS,Discover,Discover,5514776527567955,Darrell Halvorson,778,10/2000,09/2005,25,3377,100738
DS,Discover,Discover,4758581646571401,Richard Kirlin,169,12/2018,06/2022,2,4228,962936
JC,JCB,Japan Credit Bureau,373112554656472,Antonette Lebsack,419,10/2002,07/2006,4,1992,384489
JC,JCB,Japan Credit Bureau,3528840489733798678,Martin Larson,726,09/2010,06/2014,16,2297,82314
DS,Discover,Discover,3650253763291434,Lura Blanda,428,02/2004,09/2008,2,6718,648826
VI,Visa,GE Capital,2720067893854988,Jacinto Morar,808,06/2010,08/2014,6,5190,425291
JC,JCB,Japan Credit Bureau,565262288990479,Myah Keebler,745,10/2003,10/2006,26,7400,798904
MC,Mastercard,Capital One,39427043799592,Bulah Auer,727,12/2008,01/2012,25,8576,810454
UP,UnionPay,U.S. Bancorp,6440040039845387994,Makayla Green,8198,06/2006,12/2010,14,9114,667797
DS,Discover,Discover,6011689237054014,Kailyn Wisozk,292,07/2018,09/2021,19,5984,449714
JC,JCB,Japan Credit Bureau,62299942191738,Joany Hegmann,584,12/2000,02/2005,27,4383,448352
HC,Hipercard,Bank of America,638080440930420,Rasheed Fadel,956,01/2001,09/2004,4,9210,169149
DS,Discover,Discover,1800179556341009296,Manuel Gulgowski,620,01/2020,02/2024,17,2977,424100
DC,Diners Club,Diners Club International,6490082346633872267,Seamus Considine,813,08/2017,07/2022,1,2984,306730
DC,Diners Club,Diners Club International,6062821796555127,Margarette Schneider,597,08/2015,09/2018,4,6029,58887
MC,Mastercard,Capital One,180092051804562397,Mitchell Ryan,7818,07/2016,03/2021,1,3184,68262
UP,UnionPay,Bank of America,5067784112397037,Eunice Bernier,175,04/2016,06/2019,17,8757,692548
DS,Discover,Discover,4389351160236238,Myrtis Cummerata,693,11/2009,02/2013,11,5073,965604
DC,Diners Club,Diners Club International,343426092530289,Halle Breitenberg,342,03/2016,06/2020,2,8479,249633
DC,Diners Club,Diners Club International,4045734158296809,Alvena Rodriguez,3280,12/2002,08/2007,21,3295,4963
MT,Maestro,GE Capital,6333394822836,Hulda Kreiger,8115,04/2016,01/2020,18,9712,157613
DC,Diners Club,Diners Club International,4727324926856939,Porter Stark,353,06/2001,05/2005,1,8378,805904
UP,UnionPay,GE Capital,56673278264236,Terrell Rippin,198,06/2010,02/2015,4,4362,822202
VI,Visa,Chase,6062826157849944,Theodore Durgan,714,06/2005,07/2008,26,8193,641374
AX,American Express,American Express,346236917702832,Hunter Beahan,655,05/2014,04/2018,4,9611,632979
UP,UnionPay,Bank of America,6505989381630384,Sarina Swift,116,07/2008,04/2012,7,7353,312638
JC,JCB,Japan Credit Bureau,813291564192138,Ernest Buckridge,724,12/2015,03/2019,20,7331,645401
VI,Visa,Chase,6375685140389737,Moises Schaden,197,01/2006,06/2009,27,3860,525674
VI,Visa,Barclays,3589944854065044636,Eliezer Ratke,615,09/2005,12/2009,8,9543,626546
DC,Diners Club,Diners Club International,379802995725548,Johan Grimes,978,05/2014,05/2017,23,3084,993466
MT,Maestro,Bank of America,6062826358326940,Gwen Hyatt,441,03/2019,05/2023,7,8000,431594
UP,UnionPay,Capital One,18003805702495467,Gloria Mohr,743,10/2005,04/2009,26,1053,853402
UP,UnionPay,Barclays,213113714551471831,Virgie Zieme,699,08/2007,05/2012,11,7843,348831
AX,American Express,American Express,4320179105459108,Samara Smith,637,09/2012,11/2015,20,1467,471972
MC,Mastercard,U.S. Bancorp,2710196983408868,Shany Feeney,127,09/2020,03/2024,7,5082,879429
VI,Visa,Chase,346437822531619,Alejandra Marvin,2842,02/2017,07/2021,4,3907,388775
HC,Hipercard,Barclays,59784728784918,Kiana Sipes,329,11/2010,01/2015,23,2049,639783
VI,Visa,Wells Fargo,4397895730871338,Lydia Morissette,847,10/2016,08/2020,2,3283,868581
VI,Visa,U.S. Bancorp,5694222009644709,Clyde Torphy,700,06/2009,04/2014,23,8037,444126
MC,Mastercard,Bank of America,3056295929770182296,Cleveland Crona,960,04/2005,04/2008,5,1661,21643
DS,Discover,Discover,374673771852946,Richie Blanda,429,06/2019,04/2024,7,3237,560194
MT,Maestro,Barclays,347097130130188,Samantha Gerhold,919,10/2010,12/2013,6,9399,627432
MC,Mastercard,Barclays,36069862380519,Sally Robel,831,10/2018,04/2023,22,3469,594932
MC,Mastercard,Capital One,6011330213172278484,Jude Windler,716,05/2014,05/2019,22,7759,935016
MC,Mastercard,Bank of America,6370950619490456,Brant Hodkiewicz,713,06/2020,10/2023,22,1184,876873
UP,UnionPay,U.S. Bancorp,6062827567367857,Nolan Sporer,343,11/2005,06/2010,21,3098,640623
MC,Mastercard,Bank of America,3992441983115436486,Hassan Hane,895,07/2001,09/2005,4,5861,43217
AX,American Express,American Express,4936129271758821,Yesenia Shanahan,259,04/2008,09/2012,6,9673,242527
HR,Hiper,Bank of America,6011114533644277,Gussie Botsford,752,02/2010,03/2013,7,9143,619979
HC,Hipercard,GE Capital,1800436430262244259,Sterling Jacobson,609,11/2020,12/2023,24,7155,195893
DC,Diners Club,Diners Club International,4600126006483761,Toni Dickinson,3257,04/2001,12/2004,20,5774,270938
AX,American Express,American Express,62629598880915776,Jeanette Hilpert,325,11/2010,06/2015,13,8273,167224
MT,Maestro,Barclays,4805114456389921,Davon Daniel,414,03/2004,10/2007,27,9674,68438
MC,Mastercard,Bank of America,347979492610933,Alexa Cole,257,01/2008,09/2012,9,8924,138438
DC,Diners Club,Diners Club International,6376096792297773,Myrna Ratke,334,02/2007,09/2010,5,7637,628382
VI,Visa,Wells Fargo,6229991492980208,Shawn Marks,556,11/2004,09/2008,27,9407,281235
HR,Hiper,Wells Fargo,3054219296914869,Milan Goyette,464,02/2001,05/2004,24,9805,430786
AX,American Express,American Express,62100405642524,Kelly Schultz,304,10/2020,12/2023,24,9038,590664
MT,Maestro,Capital One,4780589666752894,Juana Zulauf,375,11/2001,10/2005,16,8750,701105
MC,Mastercard,Capital One,3646665561435920,Jay Funk,714,08/2003,10/2007,9,3611,934047
UP,UnionPay,GE Capital,81315824782589,Corine Klocko,316,07/2012,01/2016,3,8597,962658
UP,UnionPay,Chase,4868217980463825,Shayna Zboncak,670,07/2006,08/2009,23,6158,383098
HR,Hiper,Capital One,370335969713140,Myrna Spencer,284,12/2009,11/2013,17,4922,473449
UP,UnionPay,Bank of America,4934137061292226,Orie Jones,3015,04/2001,10/2004,2,3787,804761
VI,Visa,Bank of America,6062824944566087,Annetta Rogahn,136,08/2005,01/2010,12,6597,75121
JC,JCB,Japan Credit Bureau,4854795187858679,Antonietta Hills,502,05/2006,04/2010,4,9843,11837
HR,Hiper,Chase,6441222114503877,Hayley Ferry,216,03/2013,08/2017,16,3769,406507
EO,Elo,GE Capital,62197277514003281,Vernice Wisoky,100,01/2013,01/2016,27,3824,145328
HR,Hiper,U.S. Bancorp,62212609002999,Oleta Marquardt,574,08/2002,01/2006,11,8610,88532
DS,Discover,Discover,3589684086566829,Mariam Sawayn,790,03/2012,03/2015,25,2366,249699
UP,UnionPay,Bank of America,6546421088279761,Saul Schneider,203,04/2012,03/2017,2,6008,747667
MT,Maestro,U.S. Bancorp,6370953011281184,Bennett Brown,6620,11/2001,08/2006,20,6284,104593
HC,Hipercard,U.S. Bancorp,6062820656775692,Efrain Emard,267,07/2004,02/2009,15,1943,96742
VI,Visa,GE Capital,6550194780752673,Adella Robel,747,12/2007,10/2011,27,2611,235317
MC,Mastercard,U.S. Bancorp,6376099838072838,Jude Metz,125,12/2007,06/2011,23,9053,404480
MT,Maestro,Chase,63477117618030989,Jules Johnston,476,09/2009,04/2014,2,5786,777010
VI,Visa,Capital One,2131820743498842891,Andrew Morar,503,11/2008,03/2013,16,3838,936181
AX,American Express,American Express,6509018886461248,Clara Glover,188,12/2019,05/2024,13,6608,97544
JC,JCB,Japan Credit Bureau,375364353001479,Freida Pollich,552,08/2001,08/2006,22,5714,359005
VI,Visa,Bank of America,348189569844048,Nico Hermann,340,01/2012,12/2015,6,1933,900217
DS,Discover,Discover,379988022408032,Alford Weber,789,09/2007,04/2012,8,3927,266669
JC,JCB,Japan Credit Bureau,4576329867603911,Hildegard Hilll,362,12/2019,11/2024,22,1193,247850
HC,Hipercard,Bank of America,2718896806259198,Seamus Rice,151,02/2000,05/2004,17,3380,442778
DS,Discover,Discover,18009055428723172,Cordelia Berge,360,12/2001,06/2006,25,1082,994303
AX,American Express,American Express,622070483474921,Marshall Baumbach,872,08/2020,12/2024,16,8668,276092
HC,Hipercard,U.S. Bancorp,6507002796430248,Aurelio Hyatt,524,10/2018,10/2021,15,4491,759714
MT,Maestro,Barclays,81635904865751685,Carli Boehm,440,06/2008,05/2013,11,5052,334685
DC,Diners Club,Diners Club International,2293228566392196,Josh Kshlerin,651,09/2011,06/2015,11,5209,621983
MT,Maestro,Wells Fargo,620957892799205925,Lew Price,500,08/2017,01/2021,15,4553,816757
DC,Diners Club,Diners Club International,6505413067703886,Alberta Corwin,411,09/2009,05/2014,22,5115,616818
AX,American Express,American Express,6363686578841219,Sterling Bartoletti,648,06/2018,02/2023,6,3005,916469
JC,JCB,Japan Credit Bureau,6011483475079033933,Geovany Sauer,7240,03/2015,11/2019,5,2113,17757
EO,Elo,Chase,6499407676115001103,Christa Kuvalis,457,09/2015,10/2019,9,5502,602266
EO,Elo,Barclays,2709868449757863,Gust Ortiz,862,06/2002,10/2006,7,7421,57161
MC,Mastercard,U.S. Bancorp,6572228060580562108,Arlo Baumbach,539,11/2020,09/2025,26,2653,563452
HC,Hipercard,GE Capital,8110134545678218,Ebba Rippin,324,12/2008,06/2013,17,7515,730087
UP,UnionPay,Chase,2720446224059352,Shyanne Bailey,547,11/2014,09/2018,8,2158,244113
HR,Hiper,Bank of America,81514674281726092,Emilie Littel,316,12/2018,02/2022,4,9381,805911
HC,Hipercard,U.S. Bancorp,370490013539973,Annie Bayer,691,05/2006,08/2009,14,6891,210316
DS,Discover,Discover,30037187690033,Maegan Monahan,831,03/2019,02/2023,1,1823,438378
EO,Elo,Bank of America,4438287764552656,Emelia Koch,690,03/2012,04/2016,16,4275,93996
EO,Elo,Barclays,6375682578371774,Kaylin Langosh,774,10/2012,09/2017,12,8360,712937
HC,Hipercard,Chase,6362529766659,Missouri Nolan,481,05/2015,06/2018,25,2911,902794
EO,Elo,Wells Fargo,6370952933928559,Cassie Haley,295,11/2005,01/2010,20,2174,956003
MT,Maestro,Wells Fargo,6011460166477968,Raphaelle Gutmann,225,02/2000,12/2003,18,7173,500010
HC,Hipercard,Barclays,6376095820923632,Patricia Christiansen,178,01/2016,06/2020,19,8587,599223
UP,UnionPay,Chase,6229259423288493258,Tyson Ernser,7974,07/2007,11/2010,24,3249,358694
DC,Diners Club,Diners Club International,2229911903247285,Otho Braun,505,10/2005,04/2009,21,2795,560182
MC,Mastercard,Wells Fargo,6370955836907489,Jaycee White,922,12/2008,12/2012,20,6853,641982
MT,Maestro,Bank of America,568700570168754084,Crystal Nikolaus,564,06/2018,09/2021,5,9090,274940
MC,Mastercard,Barclays,2293590672135003,Halie Larson,619,04/2004,11/2008,26,7270,527780
HR,Hiper,Barclays,6504397893301349,Ronaldo Sawayn,909,12/2016,11/2021,19,5625,334144
MC,Mastercard,GE Capital,352875387508311881,Sydni Labadie,779,07/2020,01/2024,1,9375,429911
JC,JCB,Japan Credit Bureau,4716719344790128,Violette Jacobs,653,01/2007,02/2010,8,8304,581692
HR,Hiper,Capital One,6131268804249,Lenna Walker,474,06/2002,12/2005,6,3194,693212
DC,Diners Club,Diners Club International,4635492825319449,Madeline Dickens,577,08/2006,04/2011,13,4372,754145
HR,Hiper,Capital One,358949637948661553,Mariah West,9639,06/2011,05/2015,24,3379,17374
MT,Maestro,Bank of America,6550006745904084,Hailie Zemlak,864,08/2007,06/2012,5,2718,449243
MT,Maestro,Chase,630373816960,Aryanna Conroy,221,12/2018,03/2023,15,4611,184370
HC,Hipercard,Barclays,63085903344898,Emanuel Emmerich,719,06/2004,11/2007,2,7825,969462
DS,Discover,Discover,1800073966285348799,Lera Schaden,805,08/2007,01/2011,18,7506,765862
DS,Discover,Discover,39779655739377,Ellsworth Kuphal,4337,06/2007,03/2011,23,4987,446765
HC,Hipercard,Capital One,6711601727163,Keyshawn Jacobs,341,04/2002,06/2006,20,6543,871532
VI,Visa,Bank of America,6368901042155,Lazaro Corkery,302,02/2018,12/2022,19,1389,299251
HC,Hipercard,Barclays,6376124536877666,Mark Altenwerth,262,02/2009,03/2013,2,8727,363887
VI,Visa,U.S. Bancorp,376236446116606,Dannie Huels,818,07/2020,10/2024,9,4108,412644
VI,Visa,GE Capital,6507432465503258,Madyson Walker,631,10/2008,04/2013,21,1545,295199
AX,American Express,American Express,373446476959287,Myrtis Schumm,760,04/2015,09/2018,16,1630,755053
